subjectNo,ACTIVE,PERCEPTUAL,MUSICAL,SINGING,EMOTIONS,GENERAL,classical,blues,country,dancElectronica,folk,rapHipHop,soulFunk,relgious,alternative,jazz,rock,pop,heavyMetal,SoundtracksThemeSongs,familyIncome,highestFather,highestMother,melodicTraning,melodicCourses,melodicPrivate,harmonicTraning,harmonicCourses,harmonicPrivate,sightsingTraning,sightsingCourses,sightsingPrivate,instrument,age,gender,meds,listMeds,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,beatScore,melodicScore,ravensScoreA,ravensScoreB,ravensScoreC,ravenAge,ravenSex,ravenHand,ravenHearing,ravenVision,V1,nsTotalScore,nsAttempted,nsTotalTime,symErrorTotal,symAccErrorTotal,symSpeedErorTotal,symSspanscore,symSspanTotal,symSspanPartialScore,symSspanPartialScoreBlock1,symSspanPartialScoreBlock2,symSspanPartialScoreBlock3,symSspanAbsoluteScore,symSymmetryCorrect,MathErrorTotal,OspanScore,OspanTotal,SpeedErrorTotal,AccErrorTotal,OspanPartialScore,OspanPartialBlock1,OspanPartialBlock2,OspanPartialBlock3,OspanAbsoluteScore,MathCorrect,tSpanPartialScore,tsMathErrorTotal,tspanPartialBlock1,tspanPartialBlock2,tspanPartialBlock3,tsAccErrorTotal,tsSpeedErrorTotal,tsAbsoluteScore,tsStrats
924,34,44,7,17,39,48,4,2,1,5,1,7,1,1,5,5,5,1,1,2,2,5,8,1,1,1,1,1,1,1,1,1,voice,21,MALE,0,zoloft 50mg wellbutrin 150mg,2,1,5,5,2,7,6,2,4,5,5,5,4,6,6,4,3,6,1,1,1,1,1,1,1,4,2,4,4,1,1,1,7,7,7,5,6,7,11,7,5,8,8,21,male,right,No,Corrected to Normal,195,15,15,4,0,0,0,,,34,12,12,10,19,47,2,,,0,2,74,25,24,25,69,79,64,4,21,21,22,3,1,44,repetition{ENTER}
925,53,49,41,39,38,105,6,7,4,4,5,5,7,4,7,7,7,5,4,5,2,4,1,2,2,1,2,2,1,2,3,1,flute,22,FEMALE,1,,6,5,6,7,4,7,5,6,7,6,6,4,5,4,6,6,6,6,6,7,7,6,6,6,3,6,7,5,6,6,5,4,6,7,7,5,6,7,14,10,7,7,8,22,female,right,No,Corrected to Normal,196,9,15,4,3,3,0,,,20,6,10,4,7,45,6,,,2,4,26,17,4,5,13,75,37,7,12,11,14,3,4,6,{SHIFT}{SHIFT}I{SPACE}repeated{SPACE}the{SPACE}tone{SPACE}after{SPACE}each{SPACE}math{SPACE}problem{.}{ENTER}
926,50,47,30,32,30,85,2,5,1,7,2,6,5,1,7,4,7,2,5,5,9,8,8,3,2,2,1,1,1,1,1,1,drums,20,MALE,0,Vyvanse Intuniv,6,3,6,6,3,7,7,5,7,6,6,4,5,4,6,6,4,6,5,5,2,5,5,5,3,4,6,6,6,4,4,2,6,5,5,4,4,6,13,9,7,7,7,20,male,right,No,Normal,197,10,15,4,2,0,2,,,34,10,10,14,19,45,2,,,0,2,59,20,21,18,39,78,53,11,16,19,18,5,6,32,none{ENTER}
927,34,41,8,24,30,49,2,4,6,4,4,7,4,5,4,4,4,6,2,4,9,6,8,1,1,1,1,1,1,1,1,1,voicenvoice,18,FEMALE,1,,2,1,4,4,2,5,7,4,5,4,6,2,4,6,5,6,3,5,2,1,1,1,1,1,1,2,6,2,4,4,4,2,4,5,6,2,6,7,9,8,8,7,3,18,female,right,No,Normal,198,8,15,3,11,8,3,,,16,6,5,5,10,35,4,,,1,3,44,22,15,7,26,76,37,2,16,9,12,1,1,14,"{CAPSLOCK}I{CAPSLOCK}n{SPACE}this{SPACE}experiment{,}{SPACE}{CAPSLOCK}I{CAPSLOCK}{SPACE}tried{SPACE}to{SPACE}keep{SPACE}a{SPACE}small{SPACE}memory{SPACE}of{SPACE}what{SPACE}it{SPACE}sounded{SPACE}like{SPACE}before{SPACE}in{SPACE}my{SPACE}mind{SPACE}and{SPACE}would{SPACE}repeat{SPACE}it{SPACE}in{SPACE}my{SPACE}head{SPACE}as{SPACE}i{SPACE}do{SPACE}the{SPACE}math{SPACE}problems{.}{ENTER}"
928,34,45,35,26,34,77,6,2,3,1,5,4,2,3,4,4,5,5,2,6,4,6,6,1,1,1,1,1,1,1,1,1,piano,19,FEMALE,1,,6,1,5,6,1,6,5,2,2,6,6,4,5,5,5,5,5,4,6,3,6,4,7,6,3,4,6,3,4,2,4,3,6,7,6,3,5,7,13,7,7,7,6,19,female,right,No,Corrected to Normal,199,6,9,5,2,2,0,,,28,10,9,9,13,45,3,,,1,2,67,24,22,21,45,78,60,5,24,20,16,5,0,38,"{SHIFT}{SHIFT}I{SPACE}would{SPACE}mentally{SPACE}say{SPACE}whether{SPACE}the{SPACE}tone{SPACE}was{SPACE}high{SPACE}{,}{SPACE}medium{SPACE}or{SPACE}low{SPACE}after{SPACE}each{SPACE}sound{SPACE}then{SPACE}{SHIFT}I{SPACE}would{SPACE}try{SPACE}to{SPACE}say{SPACE}them{SPACE}in{SPACE}order{SPACE}in{SPACE}between{SPACE}math{SPACE}problems{ENTER}"
929,37,57,39,39,32,95,5,3,6,5,6,5,6,6,2,2,3,5,1,6,9,2,7,1,1,1,1,1,1,1,1,1,voice,20,FEMALE,0,10 mg adderall 20 mg lexapro,6,2,4,6,4,3,5,4,3,6,7,6,6,7,7,6,6,6,7,3,7,6,7,7,2,3,6,7,7,7,6,3,1,6,6,5,7,7,11,7,6,5,8,20,female,right,No,Normal,200,12,15,5,4,3,1,,,20,6,6,8,12,42,3,,,0,3,64,19,24,21,48,78,61,4,22,21,18,2,2,38,"{SHIFT}I{SPACE}used{SPACE}my{SPACE}fingers{SPACE}like{SPACE}{SHIFT}I{SPACE}was{SPACE}{LEFTBRACKET}playing{SPACE}the{SPACE}piano{SHIFT}{-}{-}high{SPACE}notes{SPACE}were{SPACE}on{SPACE}my{SPACE}thumb{,}{SPACE}medium{SPACE}on{SPACE}my{SPACE}third{SPACE}finger{SPACE}and{SPACE}low{SPACE}on{SPACE}my{SPACE}pinky{.}{SPACE}{SHIFT}Two{SPACE}hands{SPACE}would{SPACE}have{SPACE}helped{SPACE}because{SPACE}{SHIFT}I{SPACE}could{SPACE}have{SPACE}used{SPACE}one{SPACE}to{SPACE}count{SPACE}and{SPACE}the{SPACE}other{SPACE}to{SPACE}play{SPACE}the{SPACE}rhythmn{.}{SPACE}{ENTER}"
930,34,44,27,34,28,73,5,5,5,3,6,5,4,4,6,5,6,4,3,5,6,5,7,1,1,1,1,1,1,1,1,1,Trumpet,19,MALE,1,,2,2,5,3,2,6,5,3,6,3,6,6,4,6,6,5,3,5,6,3,5,4,1,5,3,5,5,2,5,6,5,6,6,4,7,4,4,3,13,10,11,9,11,19,male,right,No,Normal,201,8,14,5,7,7,0,,,30,9,13,8,24,39,2,,,0,2,69,20,24,25,56,78,58,8,13,25,20,4,4,43,move{SPACE}the{SPACE}mouse{SPACE}in{SPACE}correspondance{SPACE}with{SPACE}where{SPACE}the{SPACE}boxes{SPACE}would{SPACE}be{SPACE}a{SPACE}repeat{SPACE}the{SPACE}order{SPACE}of{SPACE}th{SPACE}tones{SPACE}over{SPACE}and{SPACE}over{ENTER}
931,31,39,24,28,21,58,1,1,1,1,1,5,2,2,7,1,1,1,1,1,4,2,3,1,2,2,1,2,2,1,2,2,none,20,FEMALE,1,,1,1,4,2,6,4,4,4,5,6,6,6,2,6,2,6,3,2,6,5,2,3,3,2,3,1,5,2,6,5,5,4,6,6,2,2,2,3,12,7,8,7,7,20,female,right,No,Normal,202,4,15,2,2,2,0,,,25,9,9,7,15,45,11,,,2,9,45,18,15,12,25,70,43,24,15,12,16,23,1,17,{ENTER}
932,45,48,18,28,34,71,6,4,1,5,6,6,3,1,6,2,7,6,6,5,4,6,8,1,1,1,1,1,1,1,1,1,piano,19,FEMALE,1,,6,3,6,3,2,7,6,6,6,6,6,6,5,5,6,6,3,5,6,3,2,3,1,1,2,6,6,2,5,2,5,2,7,7,6,2,6,6,9,7,6,6,6,19,female,right,No,Normal,203,4,15,5,5,4,1,,,26,7,7,12,8,43,11,,,3,8,24,12,8,4,6,70,36,9,10,17,9,7,2,17,i{SPACE}tried{SPACE}to{SPACE}remember{SPACE}a{SPACE}game{SPACE}called{SPACE}high{SPACE}low{SPACE}when{SPACE}the{SPACE}tones{SPACE}were{SPACE}high{SPACE}then{SPACE}low{.}{SPACE}{ENTER}
933,37,43,17,33,35,72,5,5,4,5,4,7,7,7,4,4,5,6,4,6,1,3,4,1,1,1,1,1,1,1,1,1,trumbone,20,female,1,,6,4,6,5,2,5,5,1,3,5,6,5,5,6,6,5,1,4,4,4,1,3,1,3,1,4,7,2,4,6,6,4,5,6,6,4,7,7,12,5,8,8,6,0,female,right,No,Normal,204,4,13,5,8,8,0,,,26,8,8,10,18,39,13,,,3,10,44,13,13,18,34,68,45,9,11,15,19,8,1,14,{SHIFT}{SHIFT}I{SPACE}kept{SPACE}track{SPACE}of{SPACE}each{SPACE}sound{SPACE}on{SPACE}my{SPACE}fingers{SPACE}s{SHIFT}{SHIFT}{.}{SPACE}{SHIFT}{ENTER}
934,29,34,9,18,28,46,4,3,7,4,1,6,5,4,4,2,5,5,4,4,2,3,3,1,1,1,1,1,1,1,1,1,I can not play an instrument,19,female,1,,2,2,4,4,4,4,4,1,4,3,4,4,4,5,3,3,3,5,3,1,1,1,1,1,1,4,4,2,3,3,1,1,4,6,6,3,4,5,11,6,5,6,8,19,female,right,No,Normal,205,6,15,3,0,0,0,,,4,2,1,1,0,46,2,,,0,2,10,4,1,5,0,79,23,1,9,7,7,1,0,6,{ENTER}
935,37,51,28,38,34,83,5,5,5,1,1,7,7,5,3,5,3,7,2,6,4,5,5,1,1,1,1,1,1,1,1,1,clarinet,21,female,1,na,3,3,6,3,4,5,7,2,4,6,7,5,6,3,6,7,5,6,6,3,5,3,3,5,3,5,7,5,5,4,7,5,3,6,7,5,6,7,13,10,,,,,,,,,206,6,9,5,4,2,2,,,26,7,9,10,13,43,6,,,5,1,58,17,22,19,38,75,54,2,18,20,16,0,2,28,{CAPSLOCK}I{CAPSLOCK}{SPACE}kept{SPACE}repeating{SPACE}{SPACE}{CAPSLOCK}H{CAPSLOCK}{SPACE}for{SPACE}everytime{SPACE}{CAPSLOCK}I{CAPSLOCK}{SPACE}heard{SPACE}a{SPACE}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}HIGH{SPACE}{CAPSLOCK}tone{SPACE}a{SPACE}{CAPSLOCK}M{CAPSLOCK}{SPACE}for{SPACE}medium{SPACE}{SPACE}and{SPACE}an{SPACE}{CAPSLOCK}L{CAPSLOCK}{SPACE}for{SPACE}low{.}{SPACE}{CAPSLOCK}I{CAPSLOCK}t{SPACE}was{SPACE}easier{SPACE}to{SPACE}remember{SPACE}that{SPACE}way{.}{ENTER}
936,35,54,29,36,35,92,5,5,4,2,6,1,6,7,7,5,7,4,3,6,4,7,6,1,1,1,1,1,1,1,1,1,voice,19,FEMALE,1,,5,1,5,6,1,7,2,5,3,5,6,5,6,6,6,7,7,6,5,2,7,5,1,7,2,3,7,6,6,6,6,2,4,7,7,5,5,7,8,6,11,9,11,19,female,right,No,Normal,207,9,13,5,3,3,0,,,13,7,3,3,7,45,5,,,2,3,21,8,2,11,6,75,37,7,8,13,16,6,1,12,"{SHIFT}I{SPACE}thought{SPACE}about{SPACE}the{SPACE}fingers{SPACE}on{SPACE}my{SPACE}hand{SPACE}and{SPACE}my{SPACE}pinkie{SPACE}was{SPACE}for{SPACE}the{SPACE}low{SPACE}notes{,}{SPACE}my{SPACE}middle{SPACE}finger{SPACE}for{SPACE}the{SPACE}medi{LEFTARROW}{LEFTARROW}um{SPACE}notes{SPACE}and{SPACE}my{SPACE}thumb{SPACE}for{SPACE}the{SPACE}high{SPACE}notes{.}{ENTER}"
937,60,52,11,27,40,74,5,6,2,6,6,6,7,1,7,6,7,5,4,5,5,3,2,1,1,1,1,1,1,1,1,1,Piano,20,FEMALE,1,,7,5,7,7,7,7,7,7,6,6,7,6,6,5,5,5,6,6,2,1,2,2,1,1,2,6,6,1,2,1,6,5,7,7,7,5,7,7,13,7,11,8,11,20,female,right,No,Corrected to Normal,208,7,11,5,1,0,1,,,33,10,13,10,20,47,2,,,1,1,73,25,23,25,69,79,62,2,23,18,21,2,0,29,"{CAPSLOCK}I{SPACE}{CAPSLOCK}tapped{SPACE}my{SPACE}fingers{SPACE}to{SPACE}match{SPACE}each{SPACE}tone{,}{SPACE}thumb{SPACE}for{SPACE}high{,}{SPACE}middle{SPACE}finger{SPACE}for{SPACE}middle{,}{SPACE}and{SPACE}pinky{SPACE}for{SPACE}low{SPACE}tone{.}{SPACE}{CAPSLOCK}I{CAPSLOCK}{SPACE}also{SPACE}repeated{SPACE}the{SPACE}tones{SPACE}before{SPACE}each{SPACE}math{SPACE}problem{.}{ENTER}"
938,42,38,8,26,28,59,4,5,5,4,4,5,5,5,4,5,4,5,2,5,7,2,2,1,1,1,1,1,1,1,1,1,chello,18,FEMALE,1,,6,3,6,5,4,5,5,3,5,5,6,4,5,6,4,4,1,3,2,1,1,1,1,1,1,4,5,2,2,6,6,1,5,4,6,3,6,4,11,8,5,6,5,18,female,right,No,Corrected to Normal,209,4,14,5,1,1,0,,,18,6,7,5,8,47,5,,,0,5,17,7,7,3,4,75,34,7,10,9,15,6,1,3,i{SPACE}counted{SPACE}on{SPACE}my{SPACE}fingers{SPACE}how{SPACE}many{SPACE}problems{SPACE}i{SPACE}did{ENTER}
939,26,46,13,39,33,68,2,1,6,6,1,6,1,6,6,1,1,6,1,4,4,6,2,1,1,1,1,1,1,1,1,1,nonen,18,female,1,,2,1,2,2,2,5,3,3,6,5,7,2,4,6,6,6,4,6,1,1,7,1,1,1,1,6,6,5,6,4,6,6,5,5,6,6,5,6,13,7,8,6,6,19,female,right,No,Corrected to Normal,210,6,15,4,1,1,0,,,33,9,12,12,15,43,4,,,0,4,64,20,22,22,34,77,64,5,25,16,23,5,0,57,i{SPACE}repeated{SPACE}the{SPACE}tone{SPACE}after{SPACE}each{SPACE}math{SPACE}problem{SPACE}{ENTER}
939,26,46,13,39,33,68,2,1,6,6,1,6,1,6,6,1,1,6,1,4,4,6,2,1,1,1,1,1,1,1,1,1,nonen,18,female,1,,2,1,2,2,2,5,3,3,6,5,7,2,4,6,6,6,4,6,1,1,7,1,1,1,1,6,6,5,6,4,6,6,5,5,6,6,5,6,13,7,8,6,6,19,female,right,No,Corrected to Normal,210,6,15,4,1,1,0,,,33,9,12,12,15,43,4,,,0,4,64,20,22,22,34,77,64,5,25,16,23,5,0,57,i{SPACE}repeated{SPACE}the{SPACE}tone{SPACE}after{SPACE}each{SPACE}math{SPACE}problem{SPACE}{ENTER}
939,26,46,13,39,33,68,2,1,6,6,1,6,1,6,6,1,1,6,1,4,4,6,2,1,1,1,1,1,1,1,1,1,nonen,18,female,1,,2,1,2,2,2,5,3,3,6,5,7,2,4,6,6,6,4,6,1,1,7,1,1,1,1,6,6,5,6,4,6,6,5,5,6,6,5,6,12,7,8,6,6,19,female,right,No,Corrected to Normal,210,6,15,4,1,1,0,,,33,9,12,12,15,43,4,,,0,4,64,20,22,22,34,77,64,5,25,16,23,5,0,57,i{SPACE}repeated{SPACE}the{SPACE}tone{SPACE}after{SPACE}each{SPACE}math{SPACE}problem{SPACE}{ENTER}
939,26,46,13,39,33,68,2,1,6,6,1,6,1,6,6,1,1,6,1,4,4,6,2,1,1,1,1,1,1,1,1,1,nonen,18,female,1,,2,1,2,2,2,5,3,3,6,5,7,2,4,6,6,6,4,6,1,1,7,1,1,1,1,6,6,5,6,4,6,6,5,5,6,6,5,6,12,7,8,6,6,19,female,right,No,Corrected to Normal,210,6,15,4,1,1,0,,,33,9,12,12,15,43,4,,,0,4,64,20,22,22,34,77,64,5,25,16,23,5,0,57,i{SPACE}repeated{SPACE}the{SPACE}tone{SPACE}after{SPACE}each{SPACE}math{SPACE}problem{SPACE}{ENTER}
940,37,54,10,40,40,74,5,6,6,7,3,7,4,6,7,5,5,7,1,7,8,4,2,1,1,1,1,1,1,1,1,1,,19,FEMALE,1,,2,3,6,4,2,6,7,5,2,7,7,4,6,6,7,7,4,6,4,1,1,1,1,1,1,7,7,5,5,4,7,5,7,6,7,6,7,7,8,5,8,6,7,19,female,right,No,Normal,211,7,15,5,2,0,2,,,17,7,5,5,6,46,4,,,1,3,29,10,17,2,13,77,40,3,14,10,16,2,1,19,{SHIFT}{ENTER}
941,50,46,33,24,36,80,4,6,1,4,3,5,5,4,7,3,7,6,5,2,5,8,6,1,1,1,1,1,1,1,1,1,cello,19,FEMALE,1,,6,2,6,5,7,7,6,5,6,6,7,4,5,6,6,5,3,4,6,6,7,3,1,7,3,5,7,2,2,1,4,3,5,7,7,6,5,6,12,10,5,5,8,19,female,right,No,Normal,212,6,15,3,2,2,0,,,12,4,4,4,5,45,5,,,2,3,29,14,5,10,6,73,36,3,10,15,11,3,0,10,repeat{SPACE}sequences{SPACE}of{SPACE}tons{SPACE}in{SPACE}my{SPACE}head{SPACE}{ENTER}
942,41,39,18,35,37,80,5,5,1,7,4,7,5,1,4,5,5,5,6,4,1,2,2,1,1,1,1,1,1,1,1,1,Baritone,21,Male,1,,4,4,4,7,1,7,5,2,7,2,7,3,6,3,6,4,3,5,1,1,5,3,1,5,2,5,7,1,6,7,5,4,7,7,7,6,3,7,10,7,4,8,6,21,male,right,No,Normal,213,6,15,2,3,3,0,,,26,11,8,7,16,45,8,,,2,6,45,13,16,16,33,72,33,3,11,9,13,3,0,13,{SHIFT}Counting{SPACE}on{SPACE}my{SPACE}fingers{SPACE}for{SPACE}faster{SPACE}results{SPACE}and{SPACE}tapping{SPACE}the{SPACE}desking{SPACE}to{SPACE}which{SPACE}pitch{SPACE}the{SPACE}tone{SPACE}was{SPACE}in{SPACE}order{SPACE}of{SPACE}{SHIFT}{(}{SHIFT}low{SPACE}{SHIFT}{(}all{SPACE}the{SPACE}way{SPACE}to{SPACE}the{SPACE}left{SHIFT}{ENTER}
943,48,52,9,27,34,66,4,5,7,7,1,7,5,5,5,4,2,4,1,5,8,2,2,1,1,1,1,1,1,1,1,1,I dont play one,19,FEMALE,1,,5,2,5,7,6,7,7,5,4,5,6,5,4,6,7,7,5,7,3,1,1,1,1,1,1,3,5,2,4,5,5,3,5,6,7,5,4,7,12,8,5,6,7,19,female,right,No,Normal,214,10,15,3,3,3,0,,,15,10,4,1,6,39,2,,,0,2,54,15,23,16,32,79,48,3,15,11,22,3,0,21,{SHIFT}I{SPACE}just{SPACE}memorized{SPACE}the{SPACE}tones{.}{ENTER}
944,26,46,13,39,33,68,2,1,6,6,1,6,1,6,6,1,1,6,1,4,4,6,2,1,1,1,1,1,1,1,1,1,nonen,18,female,1,,2,1,2,2,2,5,3,3,6,5,7,2,4,6,6,6,4,6,1,1,7,1,1,1,1,6,6,5,6,4,6,6,5,5,6,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,19,44,8,21,31,38,4,5,6,4,1,7,7,7,1,5,2,6,1,4,8,6,6,1,1,1,1,1,1,1,1,1,guitar ,19,FEMALE,1,,2,1,1,2,2,1,5,2,3,5,7,2,3,6,7,7,2,5,1,1,1,1,1,1,2,5,3,1,2,2,6,2,5,5,7,2,5,7,12,10,9,9,8,19,female,right,No,Normal,215,8,13,5,7,6,1,,,17,9,5,3,8,41,3,,,1,2,55,18,19,18,34,78,44,7,8,17,19,4,3,28,focus{SPACE}on{SPACE}repeating{SPACE}each{SPACE}tone{SPACE}to{SPACE}myself{SPACE}after{SPACE}each{SPACE}math{SPACE}question{SPACE}in{SPACE}the{SPACE}sequence{SPACE}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}{CAPSLOCK}I{CAPSLOCK}{SPACE}heard{SPACE}before{ENTER}
946,40,47,10,22,34,60,7,4,1,3,5,5,5,6,7,3,5,1,1,5,6,6,2,1,1,1,1,1,1,1,1,1,,19,MALE,0,SSRI,5,3,5,5,3,5,6,3,5,6,6,4,5,5,6,6,3,6,4,1,1,1,1,1,1,2,2,4,6,3,2,3,4,5,5,7,6,7,11,10,7,8,6,19,male,right,No,Normal,216,6,15,5,1,1,0,,,31,11,10,10,12,47,2,,,1,1,40,10,14,16,20,77,29,12,11,5,13,11,1,8,"tried{SPACE}to{SPACE}repeat{SPACE}the{SPACE}note{SPACE}i{SPACE}recognized{SPACE}over{SPACE}and{SPACE}over{SPACE}in{SPACE}my{SPACE}head{,}{SPACE}also{SPACE}tried{SPACE}using{SPACE}my{SPACE}fingers{SPACE}to{SPACE}signify{SPACE}different{SPACE}notes{.}{SPACE}{ENTER}"
947,39,39,26,32,34,78,5,5,5,5,4,7,7,7,4,5,5,5,4,5,2,1,2,2,3,1,1,1,1,1,1,1,Clarinet,2,FEMALE,1,,4,2,5,6,2,6,4,3,7,4,5,4,5,5,4,4,5,3,5,3,4,4,4,4,2,5,4,4,5,3,6,5,7,5,7,5,4,6,10,4,7,9,5,19,female,left,No,Normal,217,9,15,4,5,5,0,,,31,11,10,10,23,39,16,,,9,7,54,21,16,17,27,61,46,6,7,19,20,5,1,10,kept{SPACE}repeating{SPACE}them{SPACE}to{SPACE}myself{.}{ENTER}
948,36,46,18,31,30,69,2,4,2,5,2,6,4,4,2,4,2,7,1,4,8,9,8,1,1,1,1,1,1,1,1,1,Piano,18,FEMALE,1,,5,3,4,4,1,5,5,3,6,5,6,4,3,6,6,6,6,4,2,1,7,1,4,2,1,2,5,6,2,4,7,5,4,4,7,5,4,6,12,6,3,4,5,18,female,right,No,Corrected to Normal,218,6,12,5,13,9,4,,,28,8,9,11,11,34,8,,,2,6,63,21,19,23,40,73,63,9,22,19,22,6,3,38,{SHIFT}I{SPACE}used{SPACE}{SHIFT}my{SPACE}fingers{SPACE}to{SPACE}remember{SPACE}different{SPACE}tones{ENTER}
949,33,53,26,40,38,87,5,3,7,5,3,5,5,6,5,3,6,7,5,6,3,5,2,1,1,1,1,1,1,1,1,1,clarinet,18,female,1,,3,1,4,2,1,7,7,1,7,6,7,5,6,7,7,7,5,3,3,1,7,5,1,6,3,6,7,5,7,6,6,3,6,5,7,7,6,7,9,7,5,5,4,18,female,right,No,Corrected to Normal,219,8,15,4,4,3,1,,,25,7,9,9,12,44,4,,,1,3,62,23,20,19,40,77,58,3,15,21,22,2,1,41,{CAPSLOCK}I{CAPSLOCK}{SPACE}had{SPACE}used{SPACE}my{SPACE}fingers{SPACE}to{SPACE}keep{SPACE}track{SPACE}of{SPACE}the{SPACE}sounds{SPACE}{CAPSLOCK}I{CAPSLOCK}{SPACE}had{SPACE}heard{SPACE}through{SPACE}the{SPACE}headphones{.}{LEFTARROW}{ENTER}
950,28,44,8,29,26,56,4,4,2,5,3,6,6,4,6,5,5,5,2,5,4,2,6,1,1,1,1,1,1,1,1,1,none,5,MALE,0,Vvyanse,4,1,4,2,1,4,4,4,4,5,7,4,5,5,4,7,3,4,2,1,1,1,1,1,1,4,6,3,4,5,4,3,3,4,4,5,3,7,11,10,6,7,7,19,male,right,No,Normal,220,4,15,2,10,10,0,,,2,0,1,1,0,37,5,,,1,4,17,7,4,6,0,76,21,4,11,5,5,3,1,4,{SHIFT}None{ENTER}
951,31,46,7,41,28,61,1,5,6,1,1,7,7,7,1,5,1,5,1,7,3,3,5,1,1,1,1,1,1,1,1,1,none,20,FEMALE,1,NONE,2,1,2,2,2,7,6,2,7,3,7,5,1,7,6,5,6,6,1,1,1,1,1,1,1,6,5,2,7,7,7,7,2,3,7,3,6,7,14,7,10,9,7,20,female,right,No,Normal,221,7,15,3,2,2,0,,,21,8,6,7,15,44,11,,,1,10,22,8,8,6,4,66,47,5,18,12,17,5,0,16,{SHIFT}I{SPACE}used{SPACE}my{SPACE}fingers{SPACE}to{SPACE}remember{SPACE}the{SPACE}sounds{SPACE}in{SPACE}order{.}{SPACE}{ENTER}
952,38,47,18,29,35,70,4,6,3,4,4,7,5,3,5,5,6,6,1,6,4,1,8,1,1,1,1,1,1,1,1,1,clarinet,19,FEMALE,1,,5,2,5,5,2,6,6,3,4,6,5,5,6,3,6,7,3,6,5,2,1,1,1,5,3,4,6,5,4,2,6,2,5,6,7,4,7,6,9,8,9,7,7,19,female,right,No,Normal,222,9,15,4,4,2,2,,,34,11,11,12,24,42,10,,,6,4,64,16,23,25,49,70,63,5,20,24,19,3,2,40,not{SPACE}paying{SPACE}so{SPACE}much{SPACE}attention{SPACE}to{SPACE}the{SPACE}math{SPACE}problem{/}repeating{SPACE}the{SPACE}tones{SPACE}as{SPACE}i{SPACE}do{SPACE}the{SPACE}math{SPACE}problem{ENTER}
953,45,49,12,25,34,55,4,5,7,3,1,1,3,4,1,5,5,7,1,4,7,8,6,1,1,1,1,1,1,1,1,1,nothing,50,FEMALE,1,,4,3,5,4,6,6,6,5,6,6,7,6,2,7,7,6,2,6,3,1,1,1,1,4,1,2,6,1,5,2,6,3,1,7,7,5,7,7,10,9,5,6,6,50,female,right,No,Corrected to Normal,223,6,13,5,3,3,0,,,23,5,8,10,12,45,9,,,3,6,56,16,17,23,27,72,41,8,8,15,18,8,0,22,my{SPACE}finger{SPACE}positions{ENTER}
954,34,42,9,31,22,60,4,5,3,4,3,6,6,6,3,6,4,4,2,6,7,5,5,1,1,1,1,1,1,1,1,1,none,18,FEMALE,1,,3,2,6,5,2,4,5,2,5,5,6,6,6,6,4,2,2,5,2,2,1,1,1,1,1,4,6,4,5,4,6,2,2,2,5,2,5,6,11,5,8,6,7,18,female,right,No,Normal,224,11,15,4,3,2,1,,,20,10,5,5,7,44,7,,,2,5,28,11,16,1,11,71,16,5,5,5,6,5,0,0,{SHIFT}I{SPACE}did{SPACE}not{SPACE}use{SPACE}any{SPACE}strategies{.}{ENTER}
955,14,33,7,17,32,38,4,5,6,1,2,6,2,7,6,3,7,7,2,3,7,2,2,1,1,1,1,1,1,1,1,1,none,22,female,1,,2,1,2,1,1,3,1,2,1,5,3,3,2,3,5,5,5,2,1,1,1,1,1,1,1,2,5,1,3,2,3,1,6,6,6,3,5,6,11,10,5,7,5,22,female,right,No,Normal,225,2,15,2,2,1,1,,,21,8,7,6,9,46,8,,,1,7,12,8,1,3,3,73,16,10,13,1,2,9,1,0,"{CAPSLOCK}I{CAPSLOCK}{SPACE}really{SPACE}ad{SPACE}no{SPACE}strategies{,}{SPACE}doing{SPACE}math{SPACE}and{SPACE}trying{SPACE}to{SPACE}remeber{SPACE}the{SPACE}order{SPACE}of{SPACE}the{SPACE}tones{SPACE}was{SPACE}very{SPACE}hard{.}{ENTER}"
956,32,45,20,29,32,66,4,3,2,4,5,3,4,4,5,4,5,5,2,7,5,6,8,1,1,1,1,1,1,1,1,1,saxophone,20,female,1,,4,3,5,3,2,3,3,5,4,5,6,5,4,5,6,5,5,4,3,2,4,4,1,5,1,3,2,5,5,5,6,3,5,6,5,4,5,7,13,9,8,9,7,20,female,right,No,Corrected to Normal,226,12,15,5,9,8,1,,,25,8,10,7,14,38,7,,,0,7,56,18,16,22,42,73,31,7,10,9,12,3,4,10,"{SHIFT}rehearsing{SPACE}the{SPACE}words{SHIFT}{SPACE}{QUOTE}high{,}{SPACE}low{,}{SPACE}or{SPACE}medium{SPACE}in{SPACE}a{SPACE}pattern{SPACE}while{SPACE}working{SPACE}through{SPACE}the{SPACE}problems{ENTER}"
